"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22395","AddItemToCart_ShouldUpdateCartIcon","","Fri Feb 14 06:41:58 GMT 2025","failed","Fri Feb 14 06:42:20 GMT 2025","","www.menkind.co.uk.Tests.ProductPageTests","www.menkind.co.uk.Tests.ProductPageTests",""
"","16059","HomePageLoadsSuccessfully","","Fri Feb 14 06:41:58 GMT 2025","passed","Fri Feb 14 06:42:14 GMT 2025","","www.menkind.co.uk.Tests.HomePageTests","www.menkind.co.uk.Tests.HomePageTests",""
